Attacking Type 1,Attacking Type 2,Defending Type 1,Defending Type 2,Effectiveness
Fire,Ghost,Ice,Normal,0.0
Fire,Ghost,Fire,Ice,2.0
Fire,Ghost,Ice,Water,2.0
Fire,Ghost,Electric,Ice,2.0
Fire,Ghost,Ice,Ice,2.0
Fire,Ghost,Fighting,Ice,2.0
Fire,Ghost,Ice,Poison,2.0
Fire,Ghost,Ground,Ice,2.0
Fire,Ghost,Flying,Ice,2.0
Fire,Ghost,Ice,Psychic,4.0
Fire,Ghost,Bug,Ice,2.0
Fire,Ghost,Ice,Rock,2.0
Fire,Ghost,Ghost,Ice,4.0
Fire,Ghost,Dragon,Ice,2.0
Fire,Ghost,Dark,Ice,1.0
Fire,Ghost,Ice,Steel,2.0
Fire,Ghost,Fairy,Ice,2.0
Dragon,Fire,Ice,Normal,2.0
Dragon,Fire,Fire,Ice,2.0
Dragon,Fire,Ice,Water,2.0
Dragon,Fire,Electric,Ice,2.0
Dragon,Fire,Ice,Ice,2.0
Dragon,Fire,Fighting,Ice,2.0
Dragon,Fire,Ice,Poison,2.0
Dragon,Fire,Ground,Ice,2.0
Dragon,Fire,Flying,Ice,2.0
Dragon,Fire,Ice,Psychic,2.0
Dragon,Fire,Bug,Ice,2.0
Dragon,Fire,Ice,Rock,2.0
Dragon,Fire,Ghost,Ice,2.0
Dragon,Fire,Dragon,Ice,4.0
Dragon,Fire,Dark,Ice,2.0
Dragon,Fire,Ice,Steel,1.0
Dragon,Fire,Fairy,Ice,0.0
Dark,Fire,Ice,Normal,2.0
Dark,Fire,Fire,Ice,2.0
Dark,Fire,Ice,Water,2.0
Dark,Fire,Electric,Ice,2.0
Dark,Fire,Ice,Ice,2.0
Dark,Fire,Fighting,Ice,1.0
Dark,Fire,Ice,Poison,2.0
Dark,Fire,Ground,Ice,2.0
Dark,Fire,Flying,Ice,2.0
Dark,Fire,Ice,Psychic,4.0
Dark,Fire,Bug,Ice,2.0
Dark,Fire,Ice,Rock,2.0
Dark,Fire,Ghost,Ice,4.0
Dark,Fire,Dragon,Ice,2.0
Dark,Fire,Dark,Ice,1.0
Dark,Fire,Ice,Steel,2.0
Dark,Fire,Fairy,Ice,1.0
Fire,Steel,Electric,Ice,1.0
Fire,Steel,Grass,Ice,2.0
Fire,Steel,Ice,Ice,4.0
Fire,Steel,Fighting,Ice,2.0
Fire,Steel,Ice,Poison,2.0
Fire,Steel,Ground,Ice,2.0
Fire,Steel,Flying,Ice,2.0
Fire,Steel,Ice,Psychic,2.0
Fire,Steel,Bug,Ice,2.0
Fire,Steel,Ice,Rock,4.0
Fire,Steel,Ghost,Ice,2.0
Fire,Steel,Dragon,Ice,2.0
Fire,Steel,Dark,Ice,2.0
Fire,Steel,Ice,Steel,1.0
Fire,Steel,Fairy,Ice,4.0
Fairy,Fire,Ice,Normal,2.0
Fairy,Fire,Fire,Ice,1.0
Fairy,Fire,Ice,Water,2.0
Fairy,Fire,Electric,Ice,2.0
Fairy,Fire,Ice,Ice,2.0
Fairy,Fire,Fighting,Ice,4.0
Fairy,Fire,Ice,Poison,1.0
Fairy,Fire,Ground,Ice,2.0
Fairy,Fire,Flying,Ice,2.0
Fairy,Fire,Ice,Psychic,2.0
Fairy,Fire,Bug,Ice,2.0
Fairy,Fire,Ice,Rock,2.0
Fairy,Fire,Ghost,Ice,2.0
Fairy,Fire,Dragon,Ice,4.0
Fairy,Fire,Dark,Ice,4.0
Fairy,Fire,Ice,Steel,1.0
Fairy,Fire,Fairy,Ice,2.0
Fire,Fire,Fighting,Fighting,1.0
Fire,Fire,Fighting,Poison,1.0
Fire,Fire,Fighting,Ground,1.0
Fire,Fire,Fighting,Flying,1.0
Fire,Fire,Fighting,Psychic,1.0
Fire,Fire,Bug,Fighting,2.0
Fire,Fire,Fighting,Rock,0.5
Fire,Fire,Fighting,Ghost,1.0
Fire,Fire,Dragon,Fighting,0.5
Fire,Fire,Dark,Fighting,1.0
Fire,Fire,Fighting,Steel,2.0
Fire,Fire,Fairy,Fighting,1.0
Fire,Water,Fighting,Fire,2.0
Fire,Water,Fighting,Grass,0.5
Fire,Water,Fighting,Ice,1.0
Fire,Water,Fighting,Fighting,1.0
Fire,Water,Fighting,Poison,1.0
Fire,Water,Fighting,Ground,2.0
Fire,Water,Fighting,Flying,1.0
Fire,Water,Fighting,Psychic,1.0
Fire,Water,Bug,Fighting,1.0
Fire,Water,Fighting,Rock,2.0
Fire,Water,Fighting,Ghost,1.0
Fire,Water,Dragon,Fighting,0.5
Fire,Water,Dark,Fighting,1.0
Fire,Water,Fighting,Steel,1.0
Fire,Water,Fairy,Fighting,1.0
Electric,Fire,Fighting,Fire,1.0
Electric,Fire,Fighting,Water,2.0
Electric,Fire,Electric,Fighting,0.5
Electric,Fire,Fighting,Grass,0.5
Electric,Fire,Fighting,Ice,1.0
Electric,Fire,Fighting,Fighting,1.0
Electric,Fire,Fighting,Poison,1.0
Electric,Fire,Fighting,Ground,0.0
Electric,Fire,Fighting,Flying,2.0
Electric,Fire,Fighting,Psychic,1.0
Electric,Fire,Bug,Fighting,1.0
Electric,Fire,Fighting,Rock,1.0
Electric,Fire,Fighting,Ghost,1.0
Electric,Fire,Dragon,Fighting,0.5
Electric,Fire,Dark,Fighting,1.0
Electric,Fire,Fighting,Steel,1.0
Electric,Fire,Fairy,Fighting,1.0
Fire,Grass,Fighting,Water,2.0
Fire,Grass,Fighting,Grass,0.5
Fire,Grass,Fighting,Ice,1.0
Fire,Grass,Fighting,Fighting,1.0
Fire,Grass,Fighting,Poison,0.5
Fire,Grass,Fighting,Ground,2.0
Fire,Grass,Fighting,Flying,0.5
Fire,Grass,Fighting,Psychic,1.0
Fire,Grass,Bug,Fighting,0.5
Fire,Grass,Fighting,Rock,2.0
Fire,Grass,Fighting,Ghost,1.0
Fire,Grass,Dragon,Fighting,0.5
Fire,Grass,Dark,Fighting,1.0
Fire,Grass,Fighting,Steel,0.5
Fire,Grass,Fairy,Fighting,1.0
Fire,Ice,Fighting,Ice,0.5
Fire,Ice,Fighting,Fighting,1.0
Fire,Ice,Fighting,Poison,1.0
Fire,Ice,Fighting,Ground,2.0
Fire,Ice,Fighting,Flying,2.0
Fire,Ice,Fighting,Psychic,1.0
Fire,Ice,Bug,Fighting,1.0
Fire,Ice,Fighting,Rock,1.0
Fire,Ice,Fighting,Ghost,1.0
Fire,Ice,Dragon,Fighting,2.0
Fire,Ice,Dark,Fighting,1.0
Fire,Ice,Fighting,Steel,0.5
Fire,Ice,Fairy,Fighting,1.0
Fighting,Fire,Fighting,Normal,2.0
Fighting,Fire,Fighting,Fire,1.0
Fighting,Fire,Fighting,Water,1.0
Fighting,Fire,Fighting,Grass,1.0
Fighting,Fire,Fighting,Fighting,1.0
Fighting,Fire,Fighting,Poison,0.5
Fighting,Fire,Fighting,Ground,1.0
Fighting,Fire,Fighting,Flying,0.5
Fighting,Fire,Fighting,Psychic,0.5
Fighting,Fire,Bug,Fighting,0.5
Fighting,Fire,Fighting,Rock,2.0
Fighting,Fire,Fighting,Ghost,0.0
Fighting,Fire,Dragon,Fighting,1.0
Fighting,Fire,Dark,Fighting,2.0
Fighting,Fire,Fighting,Steel,2.0
Fighting,Fire,Fairy,Fighting,0.5
Fire,Poison,Fighting,Fire,1.0
Fire,Poison,Fighting,Water,1.0
Fire,Poison,Fighting,Ice,1.0
Fire,Poison,Fighting,Fighting,1.0
Fire,Poison,Fighting,Poison,0.5
Fire,Poison,Fighting,Ground,0.5
Fire,Poison,Fighting,Flying,1.0
Fire,Poison,Fighting,Psychic,1.0
Fire,Poison,Bug,Fighting,1.0
Fire,Poison,Fighting,Rock,0.5
Fire,Poison,Fighting,Ghost,0.5
Fire,Poison,Dragon,Fighting,1.0
Fire,Poison,Dark,Fighting,1.0
Fire,Poison,Fighting,Steel,0.0
Fire,Poison,Fairy,Fighting,2.0
Fire,Ground,Fighting,Fire,2.0
Fire,Ground,Fighting,Water,1.0
Fire,Ground,Electric,Fighting,2.0
Fire,Ground,Fighting,Grass,0.5
Fire,Ground,Fighting,Ice,1.0
Fire,Ground,Fighting,Fighting,1.0
Fire,Ground,Fighting,Poison,2.0
Fire,Ground,Fighting,Ground,1.0
Fire,Ground,Fighting,Flying,0.0
Fire,Ground,Fighting,Psychic,1.0
Fire,Ground,Bug,Fighting,0.5
Fire,Ground,Fighting,Rock,2.0
Fire,Ground,Fighting,Ghost,1.0
Fire,Ground,Dragon,Fighting,1.0
Fire,Ground,Dark,Fighting,1.0
Fire,Ground,Fighting,Steel,2.0
Fire,Ground,Fairy,Fighting,1.0
Fire,Flying,Fighting,Normal,1.0
Fire,Flying,Electric,Fighting,0.5
Fire,Flying,Fighting,Grass,2.0
Fire,Flying,Fighting,Ice,1.0
Fire,Flying,Fighting,Fighting,2.0
Fire,Flying,Fighting,Poison,1.0
Fire,Flying,Fighting,Ground,1.0
Fire,Flying,Fighting,Flying,1.0
Fire,Flying,Fighting,Psychic,1.0
Fire,Flying,Bug,Fighting,2.0
Fire,Flying,Fighting,Rock,0.5
Fire,Flying,Fighting,Ghost,1.0
Fire,Flying,Dragon,Fighting,1.0
Fire,Flying,Dark,Fighting,1.0
Fire,Flying,Fighting,Steel,0.5
Fire,Flying,Fairy,Fighting,1.0
Fire,Psychic,Fighting,Normal,1.0
Fire,Psychic,Electric,Fighting,1.0
Fire,Psychic,Fighting,Grass,1.0
Fire,Psychic,Fighting,Ice,1.0
Fire,Psychic,Fighting,Fighting,2.0
Fire,Psychic,Fighting,Poison,2.0
Fire,Psychic,Fighting,Ground,1.0
Fire,Psychic,Fighting,Flying,1.0
Fire,Psychic,Fighting,Psychic,0.5
Fire,Psychic,Bug,Fighting,1.0
Fire,Psychic,Fighting,Rock,1.0
Fire,Psychic,Fighting,Ghost,1.0
Fire,Psychic,Dragon,Fighting,1.0
Fire,Psychic,Dark,Fighting,0.0
Fire,Psychic,Fighting,Steel,0.5
Fire,Psychic,Fairy,Fighting,1.0
Bug,Fire,Fighting,Normal,1.0
Bug,Fire,Fighting,Fire,0.5
Bug,Fire,Fighting,Water,1.0
Bug,Fire,Electric,Fighting,1.0
Bug,Fire,Fighting,Grass,2.0
Bug,Fire,Fighting,Fighting,0.5
Bug,Fire,Fighting,Poison,0.5
Bug,Fire,Fighting,Ground,1.0
Bug,Fire,Fighting,Flying,0.5
Bug,Fire,Fighting,Psychic,2.0
Bug,Fire,Bug,Fighting,1.0
Bug,Fire,Fighting,Rock,1.0
Bug,Fire,Fighting,Ghost,0.5
Bug,Fire,Dragon,Fighting,1.0
Bug,Fire,Dark,Fighting,2.0
Bug,Fire,Fighting,Steel,0.5
Bug,Fire,Fairy,Fighting,0.5
Fire,Rock,Fighting,Normal,1.0
Fire,Rock,Fighting,Fire,2.0
Fire,Rock,Fighting,Water,1.0
Fire,Rock,Electric,Fighting,1.0
Fire,Rock,Fighting,Ice,2.0
Fire,Rock,Fighting,Fighting,0.5
Fire,Rock,Fighting,Poison,1.0
Fire,Rock,Fighting,Ground,0.5
Fire,Rock,Fighting,Flying,2.0
Fire,Rock,Fighting,Psychic,1.0
Fire,Rock,Bug,Fighting,2.0
Fire,Rock,Fighting,Rock,1.0
Fire,Rock,Fighting,Ghost,1.0
Fire,Rock,Dragon,Fighting,1.0
Fire,Rock,Dark,Fighting,1.0
Fire,Rock,Fighting,Steel,0.5
Fire,Rock,Fairy,Fighting,1.0
Fire,Ghost,Fighting,Normal,0.0
Fire,Ghost,Fighting,Fire,1.0
Fire,Ghost,Fighting,Water,1.0
Fire,Ghost,Fighting,Grass,1.0
Fire,Ghost,Fighting,Ice,1.0
Fire,Ghost,Fighting,Fighting,1.0
Fire,Ghost,Fighting,Poison,1.0
Fire,Ghost,Fighting,Ground,1.0
Fire,Ghost,Fighting,Flying,1.0
Fire,Ghost,Fighting,Psychic,2.0
Fire,Ghost,Bug,Fighting,1.0
Fire,Ghost,Fighting,Rock,1.0
Fire,Ghost,Fighting,Ghost,2.0
Fire,Ghost,Dragon,Fighting,1.0
Fire,Ghost,Dark,Fighting,0.5
Fire,Ghost,Fighting,Steel,1.0
Fire,Ghost,Fairy,Fighting,1.0
Dragon,Fire,Fighting,Fire,1.0
Dragon,Fire,Fighting,Water,1.0
Dragon,Fire,Fighting,Grass,1.0
Dragon,Fire,Fighting,Ice,1.0
Dragon,Fire,Fighting,Fighting,1.0
Dragon,Fire,Fighting,Poison,1.0
Dragon,Fire,Fighting,Ground,1.0
Dragon,Fire,Fighting,Flying,1.0
Dragon,Fire,Fighting,Psychic,1.0
Dragon,Fire,Bug,Fighting,1.0
Dragon,Fire,Fighting,Rock,1.0
Dragon,Fire,Fighting,Ghost,1.0
Dragon,Fire,Dragon,Fighting,2.0
Dragon,Fire,Dark,Fighting,1.0
Dragon,Fire,Fighting,Steel,0.5
Dragon,Fire,Fairy,Fighting,0.0
Dark,Fire,Fighting,Normal,1.0
Dark,Fire,Fighting,Fire,1.0
Dark,Fire,Fighting,Water,1.0
Dark,Fire,Electric,Fighting,1.0
Dark,Fire,Fighting,Fighting,0.5
Dark,Fire,Fighting,Poison,1.0
Dark,Fire,Fighting,Ground,1.0
Dark,Fire,Fighting,Flying,1.0
Dark,Fire,Fighting,Psychic,2.0
Dark,Fire,Bug,Fighting,1.0
Dark,Fire,Fighting,Rock,1.0
Dark,Fire,Fighting,Ghost,2.0
Dark,Fire,Dragon,Fighting,1.0
Dark,Fire,Dark,Fighting,0.5
Dark,Fire,Fighting,Steel,1.0
Dark,Fire,Fairy,Fighting,0.5
Fire,Steel,Electric,Fighting,0.5
Fire,Steel,Fighting,Grass,1.0
Fire,Steel,Fighting,Fighting,1.0
Fire,Steel,Fighting,Poison,1.0
Fire,Steel,Fighting,Ground,1.0
Fire,Steel,Fighting,Flying,1.0
Fire,Steel,Fighting,Psychic,1.0
Fire,Steel,Bug,Fighting,1.0
Fire,Steel,Fighting,Rock,2.0
Fire,Steel,Fighting,Ghost,1.0
Fire,Steel,Dragon,Fighting,1.0
Fire,Steel,Dark,Fighting,1.0
Fire,Steel,Fighting,Steel,0.5
Fire,Steel,Fairy,Fighting,2.0
Fairy,Fire,Fighting,Normal,1.0
Fairy,Fire,Fighting,Fire,0.5
Fairy,Fire,Electric,Fighting,1.0
Fairy,Fire,Fighting,Grass,1.0
Fairy,Fire,Fighting,Ice,1.0
Fairy,Fire,Fighting,Fighting,2.0
Fairy,Fire,Fighting,Poison,0.5
Fairy,Fire,Fighting,Ground,1.0
Fairy,Fire,Fighting,Flying,1.0
Fairy,Fire,Fighting,Psychic,1.0
Fairy,Fire,Bug,Fighting,1.0
Fairy,Fire,Fighting,Rock,1.0
Fairy,Fire,Fighting,Ghost,1.0
Fairy,Fire,Dragon,Fighting,2.0
Fairy,Fire,Dark,Fighting,2.0
Fairy,Fire,Fighting,Steel,0.5
Fairy,Fire,Fairy,Fighting,1.0
Fire,Fire,Poison,Poison,1.0
Fire,Fire,Ground,Poison,1.0
Fire,Fire,Flying,Poison,1.0
Fire,Fire,Poison,Psychic,1.0
Fire,Fire,Bug,Poison,2.0
Fire,Fire,Poison,Rock,0.5
Fire,Fire,Ghost,Poison,1.0
Fire,Fire,Dragon,Poison,0.5
Fire,Fire,Dark,Poison,1.0
Fire,Fire,Poison,Steel,2.0
Fire,Fire,Fairy,Poison,1.0
Fire,Water,Fire,Poison,2.0
Fire,Water,Grass,Poison,0.5
Fire,Water,Ice,Poison,1.0
Fire,Water,Poison,Poison,1.0
Fire,Water,Ground,Poison,2.0
Fire,Water,Flying,Poison,1.0
Fire,Water,Poison,Psychic,1.0
Fire,Water,Bug,Poison,1.0
Fire,Water,Poison,Rock,2.0
Fire,Water,Ghost,Poison,1.0
Fire,Water,Dragon,Poison,0.5
Fire,Water,Dark,Poison,1.0
Fire,Water,Poison,Steel,1.0
Fire,Water,Fairy,Poison,1.0
Electric,Fire,Fire,Poison,1.0
Electric,Fire,Poison,Water,2.0
Electric,Fire,Electric,Poison,0.5
Electric,Fire,Grass,Poison,0.5
Electric,Fire,Ice,Poison,1.0
Electric,Fire,Poison,Poison,1.0
Electric,Fire,Ground,Poison,0.0
Electric,Fire,Flying,Poison,2.0
Electric,Fire,Poison,Psychic,1.0
Electric,Fire,Bug,Poison,1.0
Electric,Fire,Poison,Rock,1.0
Electric,Fire,Ghost,Poison,1.0
Electric,Fire,Dragon,Poison,0.5
Electric,Fire,Dark,Poison,1.0
Electric,Fire,Poison,Steel,1.0
Electric,Fire,Fairy,Poison,1.0
Fire,Grass,Normal,Poison,1.0
Fire,Grass,Fire,Poison,0.5
Fire,Grass,Poison,Water,2.0
Fire,Grass,Electric,Poison,1.0
Fire,Grass,Grass,Poison,0.5
Fire,Grass,Fighting,Poison,1.0
Fire,Grass,Poison,Poison,0.5
Fire,Grass,Ground,Poison,2.0
Fire,Grass,Flying,Poison,0.5
Fire,Grass,Poison,Psychic,1.0
Fire,Grass,Bug,Poison,0.5
Fire,Grass,Poison,Rock,2.0
Fire,Grass,Ghost,Poison,1.0
Fire,Grass,Dragon,Poison,0.5
Fire,Grass,Dark,Poison,1.0
Fire,Grass,Poison,Steel,0.5
Fire,Grass,Fairy,Poison,1.0
Fire,Ice,Ice,Poison,0.5
Fire,Ice,Poison,Poison,1.0
Fire,Ice,Ground,Poison,2.0
Fire,Ice,Flying,Poison,2.0
Fire,Ice,Poison,Psychic,1.0
Fire,Ice,Bug,Poison,1.0
Fire,Ice,Poison,Rock,1.0
Fire,Ice,Ghost,Poison,1.0
Fire,Ice,Dragon,Poison,2.0
Fire,Ice,Dark,Poison,1.0
Fire,Ice,Poison,Steel,0.5
Fire,Ice,Fairy,Poison,1.0
Fighting,Fire,Normal,Poison,2.0
Fighting,Fire,Fire,Poison,1.0
Fighting,Fire,Poison,Water,1.0
Fighting,Fire,Electric,Poison,1.0
Fighting,Fire,Ice,Poison,2.0
Fighting,Fire,Fighting,Poison,1.0
Fighting,Fire,Poison,Poison,0.5
Fighting,Fire,Ground,Poison,1.0
Fighting,Fire,Flying,Poison,0.5
Fighting,Fire,Poison,Psychic,0.5
Fighting,Fire,Bug,Poison,0.5
Fighting,Fire,Poison,Rock,2.0
Fighting,Fire,Ghost,Poison,0.0
Fighting,Fire,Dragon,Poison,1.0
Fighting,Fire,Dark,Poison,2.0
Fighting,Fire,Poison,Steel,2.0
Fighting,Fire,Fairy,Poison,0.5
Fire,Poison,Normal,Poison,1.0
Fire,Poison,Fire,Poison,1.0
Fire,Poison,Poison,Water,1.0
Fire,Poison,Electric,Poison,1.0
Fire,Poison,Grass,Poison,2.0
Fire,Poison,Fighting,Poison,1.0
Fire,Poison,Poison,Poison,0.5
Fire,Poison,Ground,Poison,0.5
Fire,Poison,Flying,Poison,1.0
Fire,Poison,Poison,Psychic,1.0
Fire,Poison,Bug,Poison,1.0
Fire,Poison,Poison,Rock,0.5
Fire,Poison,Ghost,Poison,0.5
Fire,Poison,Dragon,Poison,1.0
Fire,Poison,Dark,Poison,1.0
Fire,Poison,Poison,Steel,0.0
Fire,Poison,Fairy,Poison,2.0
Fire,Ground,Normal,Poison,1.0
Fire,Ground,Fire,Poison,2.0
Fire,Ground,Grass,Poison,0.5
Fire,Ground,Ice,Poison,1.0
Fire,Ground,Fighting,Poison,1.0
Fire,Ground,Poison,Poison,2.0
Fire,Ground,Ground,Poison,1.0
Fire,Ground,Flying,Poison,0.0
Fire,Ground,Poison,Psychic,1.0
Fire,Ground,Bug,Poison,0.5
Fire,Ground,Poison,Rock,2.0
Fire,Ground,Ghost,Poison,1.0
Fire,Ground,Dragon,Poison,1.0
Fire,Ground,Dark,Poison,1.0
Fire,Ground,Poison,Steel,2.0
Fire,Ground,Fairy,Poison,1.0
Fire,Flying,Fire,Poison,1.0
Fire,Flying,Poison,Water,1.0
Fire,Flying,Electric,Poison,0.5
Fire,Flying,Ice,Poison,1.0
Fire,Flying,Fighting,Poison,2.0
Fire,Flying,Poison,Poison,1.0
Fire,Flying,Ground,Poison,1.0
Fire,Flying,Flying,Poison,1.0
Fire,Flying,Poison,Psychic,1.0
Fire,Flying,Bug,Poison,2.0
Fire,Flying,Poison,Rock,0.5
Fire,Flying,Ghost,Poison,1.0
Fire,Flying,Dragon,Poison,1.0
Fire,Flying,Dark,Poison,1.0
Fire,Flying,Poison,Steel,0.5
Fire,Flying,Fairy,Poison,1.0
Fire,Psychic,Normal,Poison,1.0
Fire,Psychic,Electric,Poison,1.0
Fire,Psychic,Grass,Poison,1.0
Fire,Psychic,Ice,Poison,1.0
Fire,Psychic,Poison,Poison,2.0
Fire,Psychic,Ground,Poison,1.0
Fire,Psychic,Flying,Poison,1.0
Fire,Psychic,Poison,Psychic,0.5
Fire,Psychic,Bug,Poison,1.0
Fire,Psychic,Poison,Rock,1.0
Fire,Psychic,Ghost,Poison,1.0
Fire,Psychic,Dragon,Poison,1.0
Fire,Psychic,Dark,Poison,0.0
Fire,Psychic,Poison,Steel,0.5
Fire,Psychic,Fairy,Poison,1.0
Bug,Fire,Normal,Poison,1.0
Bug,Fire,Fire,Poison,0.5
Bug,Fire,Poison,Water,1.0
Bug,Fire,Electric,Poison,1.0
Bug,Fire,Grass,Poison,2.0
Bug,Fire,Poison,Poison,0.5
Bug,Fire,Ground,Poison,1.0
Bug,Fire,Flying,Poison,0.5
Bug,Fire,Poison,Psychic,2.0
Bug,Fire,Bug,Poison,1.0
Bug,Fire,Poison,Rock,1.0
Bug,Fire,Ghost,Poison,0.5
Bug,Fire,Dragon,Poison,1.0
Bug,Fire,Dark,Poison,2.0
Bug,Fire,Poison,Steel,0.5
Bug,Fire,Fairy,Poison,0.5
Fire,Rock,Fire,Poison,2.0
Fire,Rock,Poison,Water,1.0
Fire,Rock,Grass,Poison,1.0
Fire,Rock,Fighting,Poison,0.5
Fire,Rock,Poison,Poison,1.0
Fire,Rock,Ground,Poison,0.5
Fire,Rock,Flying,Poison,2.0
Fire,Rock,Poison,Psychic,1.0
Fire,Rock,Bug,Poison,2.0
Fire,Rock,Poison,Rock,1.0
Fire,Rock,Ghost,Poison,1.0
Fire,Rock,Dragon,Poison,1.0
Fire,Rock,Dark,Poison,1.0
Fire,Rock,Poison,Steel,0.5
Fire,Rock,Fairy,Poison,1.0
Fire,Ghost,Normal,Poison,0.0
Fire,Ghost,Fire,Poison,1.0
Fire,Ghost,Poison,Water,1.0
Fire,Ghost,Grass,Poison,1.0
Fire,Ghost,Ice,Poison,1.0
Fire,Ghost,Poison,Poison,1.0
Fire,Ghost,Ground,Poison,1.0
Fire,Ghost,Flying,Poison,1.0
Fire,Ghost,Poison,Psychic,2.0
Fire,Ghost,Bug,Poison,1.0
Fire,Ghost,Poison,Rock,1.0
Fire,Ghost,Ghost,Poison,2.0
Fire,Ghost,Dragon,Poison,1.0
Fire,Ghost,Dark,Poison,0.5
Fire,Ghost,Poison,Steel,1.0
Fire,Ghost,Fairy,Poison,1.0
Dragon,Fire,Fire,Poison,1.0
Dragon,Fire,Poison,Water,1.0
Dragon,Fire,Grass,Poison,1.0
Dragon,Fire,Ice,Poison,1.0
Dragon,Fire,Poison,Poison,1.0
Dragon,Fire,Ground,Poison,1.0
Dragon,Fire,Flying,Poison,1.0
Dragon,Fire,Poison,Psychic,1.0
Dragon,Fire,Bug,Poison,1.0
Dragon,Fire,Poison,Rock,1.0
Dragon,Fire,Ghost,Poison,1.0
Dragon,Fire,Dragon,Poison,2.0
Dragon,Fire,Dark,Poison,1.0
Dragon,Fire,Poison,Steel,0.5
Dragon,Fire,Fairy,Poison,0.0
Dark,Fire,Fire,Poison,1.0
Dark,Fire,Poison,Water,1.0
Dark,Fire,Grass,Poison,1.0
Dark,Fire,Ice,Poison,1.0
Dark,Fire,Fighting,Poison,0.5
Dark,Fire,Poison,Poison,1.0
Dark,Fire,Ground,Poison,1.0
Dark,Fire,Flying,Poison,1.0
Dark,Fire,Poison,Psychic,2.0
Dark,Fire,Bug,Poison,1.0
Dark,Fire,Poison,Rock,1.0
Dark,Fire,Ghost,Poison,2.0
Dark,Fire,Dragon,Poison,1.0
Dark,Fire,Dark,Poison,0.5
Dark,Fire,Poison,Steel,1.0
Dark,Fire,Fairy,Poison,0.5
Fire,Steel,Electric,Poison,0.5
Fire,Steel,Grass,Poison,1.0
Fire,Steel,Poison,Poison,1.0
Fire,Steel,Ground,Poison,1.0
Fire,Steel,Flying,Poison,1.0
Fire,Steel,Poison,Psychic,1.0
Fire,Steel,Bug,Poison,1.0
Fire,Steel,Poison,Rock,2.0
Fire,Steel,Ghost,Poison,1.0
Fire,Steel,Dragon,Poison,1.0
Fire,Steel,Dark,Poison,1.0
Fire,Steel,Poison,Steel,0.5
Fire,Steel,Fairy,Poison,2.0
Fairy,Fire,Normal,Poison,1.0
Fairy,Fire,Fire,Poison,0.5
Fairy,Fire,Poison,Water,1.0
Fairy,Fire,Electric,Poison,1.0
Fairy,Fire,Fighting,Poison,2.0
Fairy,Fire,Poison,Poison,0.5
Fairy,Fire,Ground,Poison,1.0
Fairy,Fire,Flying,Poison,1.0
Fairy,Fire,Poison,Psychic,1.0
Fairy,Fire,Bug,Poison,1.0
Fairy,Fire,Poison,Rock,1.0
Fairy,Fire,Ghost,Poison,1.0
Fairy,Fire,Dragon,Poison,2.0
Fairy,Fire,Dark,Poison,2.0
Fairy,Fire,Poison,Steel,0.5
Fairy,Fire,Fairy,Poison,1.0
Fire,Fire,Ground,Ground,1.0
Fire,Fire,Flying,Ground,1.0
Fire,Fire,Ground,Psychic,1.0
Fire,Fire,Bug,Ground,2.0
Fire,Fire,Ground,Rock,0.5
Fire,Fire,Ghost,Ground,1.0
Fire,Fire,Dragon,Ground,0.5
Fire,Fire,Dark,Ground,1.0
Fire,Fire,Ground,Steel,2.0
Fire,Fire,Fairy,Ground,1.0
Fire,Water,Ground,Normal,1.0
Fire,Water,Fire,Ground,2.0
Fire,Water,Ground,Water,0.5
Fire,Water,Electric,Ground,1.0
Fire,Water,Grass,Ground,0.5
Fire,Water,Ground,Ice,1.0
Fire,Water,Fighting,Ground,1.0
Fire,Water,Ground,Poison,1.0
Fire,Water,Ground,Ground,2.0
Fire,Water,Flying,Ground,1.0
Fire,Water,Ground,Psychic,1.0
Fire,Water,Bug,Ground,1.0
Fire,Water,Ground,Rock,2.0
Fire,Water,Ghost,Ground,1.0
Fire,Water,Dragon,Ground,0.5
Fire,Water,Dark,Ground,1.0
Fire,Water,Ground,Steel,1.0
Fire,Water,Fairy,Ground,1.0
Electric,Fire,Ground,Normal,1.0
Electric,Fire,Fire,Ground,1.0
Electric,Fire,Ground,Water,2.0
Electric,Fire,Electric,Ground,0.5
Electric,Fire,Grass,Ground,0.5
Electric,Fire,Ground,Ice,1.0
Electric,Fire,Fighting,Ground,1.0
Electric,Fire,Ground,Poison,1.0
Electric,Fire,Ground,Ground,0.0
Electric,Fire,Flying,Ground,2.0
Electric,Fire,Ground,Psychic,1.0
Electric,Fire,Bug,Ground,1.0
Electric,Fire,Ground,Rock,1.0
Electric,Fire,Ghost,Ground,1.0
Electric,Fire,Dragon,Ground,0.5
Electric,Fire,Dark,Ground,1.0
Electric,Fire,Ground,Steel,1.0
Electric,Fire,Fairy,Ground,1.0
Fire,Grass,Ground,Normal,1.0
Fire,Grass,Fire,Ground,0.5
Fire,Grass,Ground,Water,2.0
Fire,Grass,Electric,Ground,1.0
Fire,Grass,Grass,Ground,0.5
Fire,Grass,Ground,Ice,1.0
Fire,Grass,Fighting,Ground,1.0
Fire,Grass,Ground,Poison,0.5
Fire,Grass,Ground,Ground,2.0
Fire,Grass,Flying,Ground,0.5
Fire,Grass,Ground,Psychic,1.0
Fire,Grass,Bug,Ground,0.5
Fire,Grass,Ground,Rock,2.0
Fire,Grass,Ghost,Ground,1.0
